gene_id	Chr	width	gene_name	gene_type	type	GENEID	CFB1	CFB2	CFB3	CFB4	CMB1	CMB2	CMB3	CMB4	BFB3	BFB4	BFB5	BFB6	BMB1	BMB2	BMB3	BMB4	ChFB2	ChFB3	ChFB4	ChFB5	ChMB1	ChMB2	ChMB3	ChMB4
ENSMUSG00000000001	chr3	38867	Gnai3	protein_coding	gene	ENSMUSG00000000001	48.1273133716627	44.3847888816186	37.019301727939	41.9342759769492	45.2086575286935	44.4877857847024	43.0115162774787	42.7062911556327	43.0657342435094	39.8647245775256	42.2366537252969	43.3112205099592	45.427586954971	44.7267264553934	48.5015431367998	58.1054260551667	43.4898701684215	42.338602554272	45.4081543812457	43.5550612500851	44.741895778619	43.2305017277061	47.2882680490507	54.3474323527721
ENSMUSG00000000028	chr16	31541	Cdc45	protein_coding	gene	ENSMUSG00000000028	1.02437459095899	1.45624769435994	1.01986476485864	1.12401152103163	1.17224014139959	1.0258824216428	1.13875976255478	1.03339789224571	1.1833567799983	1.26420902465726	1.51438810908367	1.15027089701247	1.30562863967298	1.33204596406583	1.05780627722951	0.976972274992294	1.60572029536432	1.32890988193475	1.37682275472267	0.949798843459799	0.96629910521377	1.72362991802276	1.83737646816352	1.55070694185351
ENSMUSG00000000037	chrX	175689	Scml2	protein_coding	gene	ENSMUSG00000000037	0.603649312529407	0.820421236259124	1.87869825105539	1.21047394572637	1.45977074212024	1.00615391353429	0.560045784863004	2.22405198548534	1.1410940378555	0.948156768492945	1.42204737072491	0.962471566887983	1.92735656332678	1.81983744386458	1.2153518929871	0.537334751245762	1.31552988053944	1.65530880030469	0.539930492048106	0.515605086449605	0.449441444285475	0.722061181874401	0.870336221761669	0.823813062859675
ENSMUSG00000000056	chr11	18604	Narf	protein_coding	gene	ENSMUSG00000000056	43.6639669396271	58.4139920216496	50.5817138641293	56.7625818120972	69.6487585899491	66.7612714392164	64.4612698377318	62.250990422019	50.9688670242123	50.9265535432766	57.1773851917442	60.1662103886317	55.5410278464062	59.5856053784939	59.3496841075365	54.51505294457	58.3863114627651	56.3271276272694	52.3462612040639	44.0978034463478	48.3598994051171	60.6065546850707	53.9124937369034	54.4685813326044
ENSMUSG00000000058	chr6	7931	Cav2	protein_coding	gene	ENSMUSG00000000058	64.6636460542865	46.5794156886117	56.3967322602531	50.666980871118	39.3253390831786	51.8465193091787	40.509978438424	52.3663149309731	56.9067822952752	54.3609880602622	45.0807484667467	48.8982505811626	51.0024140037334	44.4077858724481	52.2601313984451	42.9135071790365	55.9100199229262	53.8325073225849	56.4767294682319	60.1901095655381	82.2477843042418	56.9263718871302	51.3256610777784	55.5104625591622
ENSMUSG00000000078	chr13	8913	Klf6	protein_coding	gene	ENSMUSG00000000078	62.5051424519086	54.0042278767568	56.3430551673658	57.8649777269552	48.2609054440358	51.0968360010551	48.1079329197321	53.5345038526421	56.5898117292042	63.0840303303972	56.8080222383092	56.2458993722831	52.6603551334769	53.2443161411101	47.8938671903063	68.1926647944621	57.9413528267003	61.4096250704585	59.878291568135	57.4763985842244	68.5847643979634	50.0551445112286	58.0707667964314	62.6097927773353
ENSMUSG00000000085	chr4	124906	Scmh1	protein_coding	gene	ENSMUSG00000000085	43.0786100305077	51.1122430189434	53.7844470730713	55.5088766540235	44.4566544191164	44.1721296549661	56.1352558361018	59.4653091472697	58.6184233520584	57.2265285161519	61.1665050888427	53.4523843366814	44.0183369946891	48.9104764552058	37.9909999141151	36.636460312211	66.7051033544116	59.6610594363338	40.7917486742344	41.5197780140998	41.0564759354781	39.1776421907336	42.767354897122	37.0473580327189
ENSMUSG00000000088	chr9	11153	Cox5a	protein_coding	gene	ENSMUSG00000000088	155.467136581437	160.023162132342	158.347424017525	147.656205772443	180.724041422189	174.380283171168	154.161936379956	173.161542465869	159.351669249413	136.197452256409	130.569804039287	140.943397258426	166.001355615565	159.639142369523	180.884873406246	182.034359137939	136.099304552867	142.286614200838	187.490863363705	197.965216086835	172.023712800265	178.442281107735	172.689212001211	195.171006509844
ENSMUSG00000000093	chr11	9398	Tbx2	protein_coding	gene	ENSMUSG00000000093	3.10970857969695	3.28168494503649	3.43533394478699	2.78841319640539	3.53883816271573	3.827330573052	2.76289253865749	3.19005436301938	4.79682123320737	2.97089120794456	3.74903397736566	2.41791637535274	4.10340429611508	4.14622757828941	4.25373162545483	2.24703623248228	3.9852816969283	4.07998647962423	3.10460032927661	1.87246057710646	2.60676037685575	5.28735123501577	3.60222491784691	4.07060572236545
ENSMUSG00000000120	chr11	18918	Ngfr	protein_coding	gene	ENSMUSG00000000120	4.18896038088589	5.90703290106569	4.38362925246257	5.03643623846864	11.5454595058601	9.74588300560664	9.83813762076011	3.86400951013615	4.71229574892178	3.4133643665746	5.07874060973181	9.43691633875534	4.14485282435867	10.7126513448111	5.8066812664939	25.4257034566745	3.34686278431358	3.14741814142441	11.8514743004559	5.4816961822537	0.921354960785223	3.81993657507748	13.1033953387451	7.43854736170353
ENSMUSG00000000125	chr11	43808	Wnt3	protein_coding	gene	ENSMUSG00000000125	4.18896038088589	17.7416092341035	6.92434498246128	4.82028017673179	16.0795959018396	10.5152948218387	8.90472797932177	5.12205911808746	5.89565252892008	10.6614961079429	3.85984286339617	5.54008023867229	12.8283194913901	13.1891311653278	11.478323433767	17.8053197117346	3.96593566927331	3.98672964580425	14.4701371868892	3.17504184813704	1.91012613821327	8.19888825870287	9.25941035929776	12.0179787993647
